property_id,region_id,property_type,size_m2,rooms,year_built,has_parking
P04650,R03,Penthouse,111,1,2018,1
P04651,R03,Penthouse,50,5,2010,1
P04652,R02,Detached House,241,5,1980,0
P04653,R05,Penthouse,249,2,2009,0
P04654,R02,Studio,168,4,1978,1
P04655,R05,Detached House,57,2,1994,1
P04656,R02,Penthouse,237,2,1970,0
P04657,R06,Studio,111,4,2005,1
P04658,R03,Penthouse,171,2,1979,0
P04659,R01,Detached House,198,2,1982,0
P04660,R01,Penthouse,75,2,1980,1
P04661,R05,Studio,55,1,1979,1
P04662,R06,Detached House,59,5,1974,0
P04663,R02,Penthouse,270,4,1999,1
P04664,R04,Studio,269,5,2016,1
P04665,R04,Detached House,142,3,1986,1
P04666,R01,Detached House,142,1,2012,1
P04667,R03,Duplex,137,2,1999,1
P04668,R05,Detached House,124,2,1983,1
P04669,R06,Penthouse,170,5,1973,0
P04670,R06,Apartment,125,2,2012,1
P04671,R01,Duplex,187,4,1971,0
P04672,R02,Penthouse,130,1,1992,1
P04673,R03,Studio,191,5,1971,0
P04674,R01,Studio,266,4,2011,1
P04675,R04,Detached House,89,3,2023,1
P04676,R01,Detached House,55,2,1987,0
P04677,R01,Studio,166,2,1986,0
P04678,R01,Duplex,68,2,2000,0
P04679,R02,Apartment,95,3,1997,1
P04680,R05,Duplex,229,5,1990,0
P04681,R02,Duplex,140,2,1989,1
P04682,R06,Apartment,171,4,1980,1
P04683,R02,Apartment,226,3,1983,1
P04684,R01,Studio,70,4,2001,1
P04685,R03,Duplex,154,4,2009,0
P04686,R05,Detached House,48,1,2010,1
P04687,R01,Studio,159,1,1997,1
P04688,R01,Duplex,93,5,2010,1
P04689,R06,Detached House,258,1,2001,1
P04690,R04,Detached House,102,3,1989,0
P04691,R03,Duplex,88,4,1989,1
P04692,R05,Detached House,43,3,1998,1
P04693,R06,Penthouse,71,1,1986,0
P04694,R03,Penthouse,91,1,2011,0
P04695,R04,Penthouse,94,4,1980,0
P04696,R01,Detached House,217,5,1972,1
P04697,R02,Studio,253,2,1996,0
P04698,R04,Studio,245,3,1973,1
P04699,R02,Detached House,269,5,1980,1
P04700,R06,Penthouse,255,5,1990,0
P04701,R06,Apartment,149,3,1970,0
P04702,R02,Detached House,133,4,1982,0
P04703,R03,Duplex,195,5,1999,0
P04704,R02,Penthouse,116,4,1990,1
P04705,R04,Studio,184,3,2018,1
P04706,R01,Duplex,279,4,1975,1
P04707,R03,Studio,87,2,2008,1
P04708,R04,Studio,224,5,2001,0
P04709,R04,Studio,264,1,2004,1
P04710,R04,Penthouse,168,2,2006,1
P04711,R02,Studio,125,2,1972,1
P04712,R05,Detached House,101,2,2012,0
P04713,R05,Duplex,80,3,1987,0
P04714,R05,Apartment,117,4,2005,1
P04715,R03,Duplex,219,5,1985,1
P04716,R06,Duplex,163,3,1991,0
P04717,R03,Apartment,93,4,2007,0
P04718,R05,Studio,170,3,2020,1
P04719,R02,Duplex,234,1,2017,1
P04720,R02,Penthouse,43,4,2009,1
P04721,R04,Detached House,44,1,1999,0
P04722,R04,Duplex,270,3,1998,0
P04723,R05,Penthouse,219,5,2022,1
P04724,R02,Apartment,178,4,1981,1
P04725,R06,Detached House,257,3,2021,0
P04726,R02,Studio,181,2,2005,1
P04727,R04,Penthouse,164,5,2003,1
P04728,R06,Detached House,90,5,2001,1
P04729,R04,Studio,234,2,2013,0
P04730,R05,Apartment,223,1,2006,1
P04731,R06,Detached House,110,3,1975,1
P04732,R06,Penthouse,216,4,2012,0
P04733,R03,Apartment,214,5,2009,0
P04734,R03,Detached House,62,5,2019,0
P04735,R02,Duplex,78,2,2020,0
P04736,R04,Duplex,182,2,2021,1
P04737,R06,Duplex,189,5,1972,1
P04738,R03,Detached House,197,2,2004,0
P04739,R03,Apartment,129,3,2020,1
P04740,R01,Duplex,240,2,2022,0
P04741,R03,Detached House,146,2,1999,1
P04742,R02,Studio,89,3,2019,1
P04743,R06,Apartment,67,2,2017,0
P04744,R04,Studio,250,3,1970,1
P04745,R01,Penthouse,209,2,2017,1
P04746,R01,Duplex,150,1,2004,0
P04747,R06,Apartment,90,4,2000,1
P04748,R06,Penthouse,63,5,1979,0
P04749,R05,Duplex,76,3,2019,0
P04750,R01,Detached House,65,2,1985,1
P04751,R01,Studio,167,4,1992,1
P04752,R02,Apartment,87,3,1986,0
P04753,R05,Studio,70,3,2022,0
P04754,R05,Detached House,107,3,1996,0
P04755,R06,Penthouse,207,4,1976,0
P04756,R01,Duplex,159,1,1970,0
P04757,R01,Studio,76,1,2022,1
P04758,R06,Penthouse,219,1,1982,1
P04759,R06,Apartment,157,1,2011,1
P04760,R05,Detached House,84,5,1971,1
P04761,R01,Duplex,205,4,2018,0
P04762,R01,Detached House,278,4,2005,1
P04763,R01,Studio,169,4,1982,1
P04764,R05,Penthouse,78,1,2018,1
P04765,R06,Detached House,114,2,1986,1
P04766,R04,Studio,183,4,2023,0
P04767,R02,Detached House,279,3,2002,0
P04768,R05,Detached House,262,3,1994,1
P04769,R01,Penthouse,263,4,1973,1
P04770,R05,Studio,239,1,1984,1
P04771,R06,Duplex,177,4,1973,1
P04772,R05,Studio,195,4,2016,0
P04773,R06,Studio,216,3,1975,0
P04774,R04,Studio,211,3,1976,1
P04775,R03,Detached House,193,1,1976,0
P04776,R02,Detached House,72,2,2022,1
P04777,R06,Penthouse,251,2,2022,1
P04778,R05,Studio,42,5,2008,0
P04779,R02,Studio,142,1,1973,0
P04780,R06,Apartment,144,2,1997,1
P04781,R01,Studio,279,1,2021,1
P04782,R04,Detached House,61,2,1975,1
P04783,R02,Duplex,154,1,2012,0
P04784,R04,Studio,125,2,1970,0
P04785,R03,Duplex,63,4,2013,0
P04786,R03,Studio,93,4,1999,0
P04787,R05,Penthouse,141,2,2017,0
P04788,R05,Apartment,259,4,1992,1
P04789,R03,Detached House,133,4,2012,0
P04790,R06,Duplex,251,5,2015,1
P04791,R03,Detached House,216,5,1987,1
P04792,R01,Apartment,236,2,2004,1
P04793,R01,Detached House,244,3,1994,1
P04794,R02,Penthouse,211,4,1993,0
P04795,R05,Studio,216,2,2013,1
P04796,R04,Duplex,76,3,1982,0
P04797,R03,Duplex,212,3,1976,0
P04798,R03,Penthouse,51,2,1995,1
P04799,R06,Penthouse,216,1,2014,0
P04800,R04,Duplex,196,1,1978,0
P04801,R01,Apartment,221,4,1988,1
P04802,R01,Penthouse,194,5,2006,1
P04803,R03,Penthouse,128,4,1995,0
P04804,R03,Studio,128,2,2002,0
P04805,R06,Duplex,183,1,1998,0
P04806,R04,Studio,153,4,2013,1
P04807,R05,Studio,121,1,2017,1
P04808,R04,Studio,157,3,1994,0
P04809,R03,Penthouse,168,5,1993,1
P04810,R04,Detached House,97,1,1985,1
P04811,R04,Detached House,193,3,1993,1
P04812,R05,Studio,115,5,2015,1
P04813,R02,Studio,104,2,1997,1
P04814,R04,Detached House,140,5,2007,1
P04815,R02,Duplex,64,5,1992,1
P04816,R05,Duplex,184,3,2008,0
P04817,R05,Studio,216,2,2008,0
P04818,R04,Detached House,269,4,1998,0
P04819,R06,Duplex,108,4,2020,1
P04820,R04,Detached House,169,3,2017,0
P04821,R01,Penthouse,160,1,1978,1
P04822,R04,Duplex,215,4,1982,0
P04823,R05,Penthouse,189,2,2021,1
P04824,R01,Detached House,233,1,1991,0
P04825,R01,Apartment,244,1,1986,1
P04826,R02,Detached House,67,3,2012,1
P04827,R06,Studio,125,1,2002,1
P04828,R04,Studio,196,2,1977,1
P04829,R06,Detached House,170,2,1974,1
P04830,R06,Apartment,155,3,2013,1
P04831,R04,Studio,81,4,2011,1
P04832,R05,Apartment,177,3,1989,1
P04833,R02,Apartment,217,3,2016,1
P04834,R01,Penthouse,49,1,1976,1
P04835,R03,Penthouse,181,1,2016,1
P04836,R04,Detached House,257,5,1974,1
P04837,R02,Detached House,177,4,2004,1
P04838,R02,Detached House,268,1,2015,1
P04839,R01,Detached House,124,3,2003,0
P04840,R05,Apartment,40,1,2012,0
P04841,R06,Apartment,203,1,1988,1
P04842,R05,Detached House,91,2,1985,1
P04843,R03,Apartment,42,4,1984,1
P04844,R04,Detached House,83,4,1976,1
P04845,R06,Penthouse,264,4,1984,1
P04846,R04,Apartment,227,1,1983,0
P04847,R02,Studio,106,1,2010,1
P04848,R03,Studio,183,3,1981,0
P04849,R05,Penthouse,121,5,1978,1
P04850,R03,Studio,82,4,2009,1
P04851,R06,Duplex,277,4,1999,0
P04852,R06,Apartment,235,1,1981,1
P04853,R01,Apartment,127,5,2008,1
P04854,R05,Detached House,124,5,1981,0
P04855,R03,Studio,235,3,2012,1
P04856,R04,Duplex,150,2,1971,1
P04857,R02,Duplex,130,4,2001,1
P04858,R03,Penthouse,132,4,2002,0
P04859,R02,Penthouse,147,5,1990,0
P04860,R01,Penthouse,165,1,2007,1
P04861,R05,Apartment,49,3,1990,0
P04862,R01,Penthouse,155,4,2005,0
P04863,R03,Penthouse,145,2,1982,1
P04864,R02,Detached House,105,5,2000,1
P04865,R01,Studio,125,1,2010,1
P04866,R03,Duplex,141,1,2022,1
P04867,R06,Detached House,127,4,1989,0
P04868,R06,Duplex,258,1,1995,0
P04869,R03,Apartment,166,3,1995,1
P04870,R04,Duplex,160,2,2016,1
P04871,R06,Studio,103,4,2021,0
P04872,R02,Detached House,259,1,2004,1
P04873,R06,Studio,45,2,2014,0
P04874,R01,Detached House,172,5,1974,1
P04875,R02,Studio,80,2,2011,1
P04876,R03,Apartment,224,3,2013,1
P04877,R01,Detached House,130,5,2008,0
P04878,R05,Detached House,110,4,2001,0
P04879,R06,Apartment,53,4,2018,1
P04880,R03,Detached House,229,5,2005,1
P04881,R06,Studio,135,4,2015,1
P04882,R05,Studio,103,5,1979,0
P04883,R05,Penthouse,242,3,2005,1
P04884,R05,Apartment,44,5,1993,0
P04885,R04,Detached House,152,4,2016,0
P04886,R01,Duplex,78,2,2017,0
P04887,R06,Detached House,70,3,2015,0
P04888,R04,Apartment,45,2,1981,0
P04889,R06,Penthouse,84,2,1996,0
P04890,R06,Apartment,267,2,1970,1
P04891,R02,Detached House,146,3,2022,1
P04892,R03,Duplex,279,2,1983,1
P04893,R02,Detached House,104,4,2003,0
P04894,R01,Studio,222,2,1996,1
P04895,R06,Penthouse,61,3,2018,0
P04896,R06,Detached House,65,1,2014,0
P04897,R06,Studio,43,2,2011,1
P04898,R06,Penthouse,255,2,2004,1
P04899,R04,Detached House,201,5,1976,1
P04900,R04,Detached House,218,3,2019,1
P04901,R06,Duplex,262,1,1973,0
P04902,R04,Apartment,119,2,1994,0
P04903,R04,Duplex,213,4,1990,1
P04904,R02,Penthouse,160,1,1991,0
P04905,R05,Duplex,170,1,2022,0
P04906,R05,Detached House,198,2,1982,0
P04907,R05,Penthouse,152,2,2001,1
P04908,R03,Studio,45,3,1981,0
P04909,R02,Detached House,58,1,2019,0
P04910,R01,Detached House,160,4,2009,1
P04911,R04,Penthouse,176,2,1992,1
P04912,R05,Studio,215,4,1974,1
P04913,R05,Detached House,177,3,1978,1
P04914,R06,Studio,85,2,1983,0
P04915,R03,Studio,128,3,1991,1
P04916,R05,Apartment,146,1,2017,0
P04917,R05,Duplex,276,4,1976,1
P04918,R02,Apartment,167,2,2001,0
P04919,R06,Studio,192,2,1988,1
P04920,R01,Penthouse,216,1,1972,1
P04921,R04,Studio,126,2,2003,0
P04922,R06,Studio,271,2,2008,0
P04923,R04,Studio,201,2,2021,1
P04924,R06,Studio,243,5,1997,0
P04925,R01,Duplex,219,2,1987,1
P04926,R04,Studio,189,1,2016,0
P04927,R05,Duplex,47,3,1983,1
P04928,R04,Penthouse,180,2,2006,1
P04929,R06,Detached House,71,3,2020,1
P04930,R03,Detached House,184,4,1970,1
P04931,R05,Studio,208,1,2019,1
P04932,R03,Penthouse,170,3,1981,1
P04933,R06,Apartment,114,1,1996,1
P04934,R01,Detached House,54,1,1983,1
P04935,R02,Duplex,201,1,1977,1
P04936,R01,Studio,207,1,2007,0
P04937,R05,Studio,154,2,1996,0
P04938,R02,Apartment,211,5,1997,1
P04939,R02,Apartment,226,5,1996,1
P04940,R06,Detached House,162,1,2010,0
P04941,R03,Duplex,51,5,2022,1
P04942,R01,Penthouse,248,4,1997,0
P04943,R01,Studio,152,3,1978,1
P04944,R02,Penthouse,201,4,1987,1
P04945,R06,Penthouse,258,3,1996,1
P04946,R04,Studio,127,2,1975,1
P04947,R06,Duplex,189,3,1982,1
P04948,R02,Penthouse,44,4,1980,0
P04949,R03,Penthouse,252,4,2022,1
P04950,R01,Duplex,54,1,1991,0
P04951,R03,Detached House,169,5,2017,1
P04952,R04,Duplex,124,2,1999,1
P04953,R05,Penthouse,48,5,1997,0
P04954,R03,Duplex,150,2,2020,0
P04955,R05,Penthouse,264,1,2007,1
P04956,R04,Studio,80,5,1982,1
P04957,R02,Detached House,110,3,1985,0
P04958,R06,Studio,85,2,2005,1
P04959,R03,Detached House,69,1,1970,0
P04960,R01,Studio,95,1,1978,1
P04961,R06,Studio,177,1,1974,1
P04962,R06,Penthouse,227,5,2008,0
P04963,R01,Penthouse,205,1,1993,1
P04964,R06,Detached House,225,1,1970,0
P04965,R06,Studio,211,5,2010,1
P04966,R05,Penthouse,131,5,2005,0
P04967,R02,Penthouse,256,2,2008,1
P04968,R04,Apartment,81,4,1978,0
P04969,R04,Apartment,207,3,2017,1
P04970,R04,Apartment,66,3,1979,0
P04971,R04,Duplex,223,2,2000,1
P04972,R04,Duplex,60,4,2000,0
P04973,R04,Apartment,91,5,1981,0
P04974,R05,Apartment,133,4,1990,1
P04975,R04,Studio,206,5,1972,1
P04976,R01,Penthouse,50,1,1995,1
P04977,R01,Detached House,101,4,2006,1
P04978,R06,Studio,120,5,1986,1
P04979,R06,Detached House,215,3,1999,1
P04980,R04,Apartment,270,5,2021,1
P04981,R02,Detached House,187,2,1982,1
P04982,R05,Duplex,161,5,1985,1
P04983,R01,Studio,120,5,1976,1
P04984,R03,Apartment,237,4,1999,0
P04985,R02,Penthouse,65,4,1981,1
P04986,R01,Duplex,71,3,2016,1
P04987,R05,Duplex,88,2,1985,0
P04988,R04,Studio,104,3,2005,0
P04989,R02,Apartment,150,5,1980,0
P04990,R04,Detached House,267,1,1987,1
P04991,R01,Detached House,196,2,1979,1
P04992,R03,Apartment,132,3,1999,0
P04993,R04,Apartment,90,2,1971,1
P04994,R03,Detached House,195,4,1974,1
P04995,R05,Penthouse,100,2,1997,1
P04996,R02,Detached House,274,4,1999,0
P04997,R01,Penthouse,154,1,1987,0
P04998,R04,Detached House,172,2,1993,0
P04999,R06,Apartment,256,4,1992,1
P05000,R03,Duplex,113,3,2010,0
